,fps,duration,cudaTotal
avg_64,0.141915,7046.5,0
max_64,0.142669,7115.19,0
min_64,0.140544,7009.25,0
32,0.142669,7009.25,0
33,0.142475,7018.78,0
34,0.142533,7015.91,0
35,0.142481,7018.48,0
36,0.142472,7018.92,0
37,0.141064,7088.97,0
38,0.14236,7024.44,0
39,0.142372,7023.88,0
40,0.142429,7021.03,0
41,0.142431,7020.94,0
42,0.141953,7044.59,0
43,0.141969,7043.81,0
44,0.141934,7045.53,0
45,0.141817,7051.34,0
46,0.141946,7044.94,0
47,0.141983,7043.09,0
48,0.142044,7040.06,0
49,0.141969,7043.81,0
50,0.141922,7046.12,0
51,0.141896,7047.44,0
52,0.141783,7053.03,0
53,0.142004,7042.06,0
54,0.141941,7045.19,0
55,0.141989,7042.78,0
56,0.141971,7043.69,0
57,0.14187,7048.72,0
58,0.141884,7048,0
59,0.14188,7048.19,0
60,0.141925,7045.97,0
61,0.141901,7047.16,0
62,0.141902,7047.12,0
63,0.141904,7047,0
64,0.141904,7047,0
65,0.1418,7052.19,0
66,0.141875,7048.44,0
67,0.141887,7047.84,0
68,0.141886,7047.91,0
69,0.141877,7048.38,0
70,0.141972,7043.66,0
71,0.141921,7046.19,0
72,0.141928,7045.84,0
73,0.141943,7045.06,0
74,0.141904,7047.03,0
75,0.141914,7046.5,0
76,0.140544,7115.19,0
77,0.141855,7049.44,0
78,0.141786,7052.88,0
79,0.141811,7051.62,0
80,0.141821,7051.12,0
81,0.141769,7053.75,0
82,0.141867,7048.88,0
83,0.141824,7051,0
84,0.141688,7057.75,0
85,0.141766,7053.88,0
86,0.141852,7049.62,0
87,0.141874,7048.5,0
88,0.141927,7045.88,0
89,0.140779,7103.31,0
90,0.141921,7046.19,0
91,0.141762,7054.06,0
92,0.14181,7051.69,0
93,0.141869,7048.75,0
94,0.141821,7051.12,0
95,0.141746,7054.88,0
