,fps,duration,cudaTotal
avg_64,29.2847,34.1709,0
max_64,30.6312,37.0786,0
min_64,26.9697,32.6465,0
32,28.4267,35.1782,0
33,28.5235,35.0588,0
34,29.1624,34.2908,0
35,30.1498,33.1677,0
36,30.6227,32.6555,0
37,29.3221,34.104,0
38,29.529,33.865,0
39,26.9697,37.0786,0
40,29.0204,34.4585,0
41,29.2764,34.1572,0
42,29.8199,33.5347,0
43,29.0715,34.3979,0
44,30.6312,32.6465,0
45,28.6002,34.9648,0
46,29.1584,34.2954,0
47,29.9323,33.4087,0
48,28.879,34.6272,0
49,28.5912,34.9758,0
50,30.2034,33.1089,0
51,29.4973,33.9014,0
52,29.5527,33.8379,0
53,28.673,34.876,0
54,30.1431,33.175,0
55,29.7383,33.6267,0
56,30.6156,32.6631,0
57,28.6331,34.9246,0
58,28.1506,35.5232,0
59,29.5975,33.7866,0
60,29.5203,33.875,0
61,29.6515,33.7251,0
62,30.1471,33.1707,0
63,29.8438,33.5078,0
64,29.2185,34.2249,0
65,30.1451,33.1729,0
66,29.0005,34.4822,0
67,28.9664,34.5227,0
68,29.9994,33.334,0
69,28.4194,35.1873,0
70,28.2498,35.3984,0
71,29.4685,33.9346,0
72,29.6837,33.6885,0
73,29.8082,33.5479,0
74,30.1434,33.1748,0
75,30.1678,33.1479,0
76,29.3187,34.1079,0
77,28.021,35.6875,0
78,28.6626,34.8887,0
79,29.9902,33.3442,0
80,29.664,33.7109,0
81,29.0418,34.4331,0
82,27.2699,36.6704,0
83,29.373,34.0449,0
84,29.1725,34.2788,0
85,29.5591,33.8306,0
86,29.3372,34.0864,0
87,27.7499,36.0361,0
88,28.5308,35.0498,0
89,29.8669,33.4819,0
90,28.8203,34.6978,0
91,28.8118,34.708,0
92,29.7787,33.5811,0
93,29.2358,34.2046,0
94,29.0888,34.3774,0
95,30.0012,33.332,0
