,fps,duration,cudaTotal
avg_64,1.26798,789.157,0
max_64,1.36417,831.531,0
min_64,1.2026,733.047,0
32,1.33406,749.594,0
33,1.26887,788.102,0
34,1.25242,798.457,0
35,1.31925,758.008,0
36,1.29467,772.398,0
37,1.27888,781.932,0
38,1.24032,806.246,0
39,1.25228,798.545,0
40,1.25032,799.795,0
41,1.25466,797.031,0
42,1.3051,766.223,0
43,1.27913,781.781,0
44,1.27871,782.035,0
45,1.2356,809.324,0
46,1.2527,798.277,0
47,1.28019,781.133,0
48,1.36417,733.047,0
49,1.26503,790.496,0
50,1.24506,803.172,0
51,1.24199,805.156,0
52,1.26335,791.547,0
53,1.33935,746.633,0
54,1.27173,786.328,0
55,1.25338,797.844,0
56,1.28662,777.23,0
57,1.27272,785.719,0
58,1.24345,804.211,0
59,1.31949,757.871,0
60,1.22531,816.121,0
61,1.26053,793.316,0
62,1.28815,776.309,0
63,1.27719,782.969,0
64,1.25608,796.129,0
65,1.27684,783.184,0
66,1.2026,831.531,0
67,1.22548,816.004,0
68,1.31101,762.77,0
69,1.23514,809.625,0
70,1.22047,819.355,0
71,1.26962,787.637,0
72,1.25837,794.676,0
73,1.26794,788.68,0
74,1.26136,792.793,0
75,1.2374,808.148,0
76,1.27064,787.008,0
77,1.29927,769.66,0
78,1.22979,813.145,0
79,1.29542,771.953,0
80,1.32134,756.805,0
81,1.24034,806.23,0
82,1.26096,793.047,0
83,1.3052,766.164,0
84,1.28535,778,0
85,1.30668,765.297,0
86,1.2124,824.812,0
87,1.24173,805.328,0
88,1.25542,796.547,0
89,1.23213,811.602,0
90,1.27413,784.852,0
91,1.26478,790.648,0
92,1.24456,803.5,0
93,1.21862,820.602,0
94,1.28819,776.281,0
95,1.28665,777.211,0
